SID,Full_Date,agreeableness_Compassion,agreeableness_Respectfulness,agreeableness_Trust,conscientiousness_Organization,conscientiousness_Productiveness,conscientiousness_Responsibility,extraversion_Assertiveness,extraversion_Energy Level,extraversion_Sociability,neuroticism_Anxiety,neuroticism_Depression,neuroticism_Emotional Volatility,openness_Aesthetic Sensitivity,openness_Creative Imagination,openness_Intellectual Curiosity,all_beeps
152,2019-09-26 9:20,3,NA,2,NA,4,3,3,NA,1,2,1.5,2,NA,3.5,NA,20
152,2019-09-26 15:22,NA,3,4,4,NA,NA,NA,3,2,1,1.5,3,NA,3,NA,21
152,2019-09-26 17:08,NA,5,NA,5,5,NA,NA,4,4,1.5,1,2,2.5,NA,NA,22
152,2019-09-26 21:49,NA,4,3,NA,5,5,5,NA,NA,1.5,2,2,NA,5,4,23
152,2019-09-27 1:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
152,2019-09-27 5:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
152,2019-09-27 9:27,NA,3,3,3,4,NA,NA,NA,2.5,2,2,4,NA,3,3,26
152,2019-09-27 13:12,3,4,NA,NA,3,3,NA,5,3,2,1,2,1,4,NA,27
152,2019-09-27 17:19,5,4,NA,4.5,NA,NA,4,NA,4,2,1,1,3,3,NA,28
152,2019-09-27 22:12,NA,5,3,NA,4,4,NA,NA,3,2,1.5,2,3,4,NA,29
152,2019-09-28 1:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30
152,2019-09-28 5:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31
152,2019-09-28 12:15,NA,3,NA,3,NA,5,2,NA,1,2,2.5,2,3,NA,2,32
152,2019-09-28 13:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33
152,2019-09-28 18:47,5,NA,3,4,4,NA,NA,NA,3.5,1,2,NA,NA,NA,5,34
152,2019-09-28 21:01,NA,NA,3,NA,3,4,NA,4,4,1.5,1.5,NA,4,2,NA,35
152,2019-09-29 1:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
152,2019-09-29 5:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
152,2019-09-29 9:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
152,2019-09-29 13:16,NA,3,4,4,3,NA,3,1,NA,1.5,2,2,NA,4,4,39
152,2019-09-29 18:18,NA,3,NA,NA,4,3,3,NA,NA,4,3,NA,4,NA,2,40
152,2019-09-29 21:09,3,NA,2,3,NA,NA,1,4,NA,2,2,NA,1,NA,2,41
152,2019-09-30 1:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42
152,2019-09-30 5:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43
152,2019-09-30 9:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
152,2019-09-30 15:27,NA,3,3,NA,2,2,4,NA,4,4,1.5,NA,3,NA,4,45
152,2019-09-30 17:01,4,4,NA,4,NA,4,NA,NA,4.5,2,1.5,2,4,4,NA,46
152,2019-09-30 21:06,NA,5,3,2,NA,3,NA,5,NA,2,1,2,5,4,NA,47
152,2019-10-01 1:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
152,2019-10-01 5:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49
152,2019-10-01 11:20,NA,4,3,5,NA,4,3,NA,2,2,1,NA,NA,4,NA,50
152,2019-10-01 14:34,3,NA,4,4,2,NA,2,3,NA,3,1.5,NA,NA,4,4,51
152,2019-10-01 18:19,3,4,NA,3,5,NA,NA,5,NA,1.5,1,3,NA,4,5,52
152,2019-10-01 21:06,NA,3,NA,3,2,NA,3,3,NA,1,1.5,2,2,4,NA,53
152,2019-10-02 1:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54
152,2019-10-02 5:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55
152,2019-10-02 9:31,3,NA,3,NA,NA,2.5,4,NA,3,4,4,5,3,NA,4,56
152,2019-10-02 16:54,NA,3,3,4,NA,3,4,2,NA,4,2,NA,NA,4,5,57
152,2019-10-02 17:18,4,4,NA,NA,2,1,NA,4,4,2,1.5,NA,NA,2,3,58
152,2019-10-02 21:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59
152,2019-10-03 1:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
152,2019-10-03 5:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61
152,2019-10-03 9:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62
152,2019-10-03 14:27,4,NA,4,4,4,NA,NA,3,4,2,2.5,2,4,NA,4,63
152,2019-10-03 17:48,NA,4,2,3,NA,3,4,4,NA,1,1.6666666666666667,NA,NA,5,5,64
152,2019-10-03 23:00,3,4,NA,NA,4,4,4,NA,5,2,1.6666666666666667,NA,2.5,NA,NA,65
152,2019-10-04 1:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66
152,2019-10-04 5:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67
152,2019-10-04 9:51,4,NA,NA,5,4,NA,2.5,NA,NA,2,1.5,2,2,4,NA,68
152,2019-10-04 13:01,4,NA,4,NA,NA,2,NA,3,4,2,1.5,2,NA,3,NA,69
152,2019-10-04 17:24,3,4,NA,3,3,NA,NA,5,2,2,3,NA,3.5,NA,NA,70
152,2019-10-04 21:04,4,NA,4,2,NA,4,2,2,NA,3.5,2,2,NA,4,2,71
152,2019-10-05 1:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72
152,2019-10-05 5:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73
152,2019-10-05 9:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74
152,2019-10-05 13:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75
152,2019-10-05 17:34,2,5,NA,4,NA,2,2,4,NA,4,1,3,3.5,NA,NA,76
152,2019-10-05 21:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77
152,2019-10-06 1:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78
152,2019-10-06 1:23,NA,4,4,NA,NA,3,4,NA,4,2,4,2,5,NA,2,79
152,2019-10-06 5:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80
152,2019-10-06 9:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81
152,2019-10-06 14:24,NA,3,3,2,NA,4,2,NA,5,2,2,2,4,NA,3,82
152,2019-10-06 17:01,NA,5,3,5,5,NA,4,NA,4,2,3.5,3,5,4,NA,83
152,2019-10-06 23:57,NA,NA,3,2,NA,4,NA,3,4,1.5,2,5,2,NA,4,84
152,2019-10-07 1:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85
152,2019-10-07 5:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
152,2019-10-07 9:37,4,4,NA,2,NA,4,3,4,NA,2,2,2,3,NA,5,87
152,2019-10-07 11:20,NA,4,2,NA,4,5,NA,4,3,2,2,3,4,NA,4,88
152,2019-10-07 14:30,NA,NA,2.5,5,4,NA,4,4,NA,2,2,4,3,NA,NA,89
152,2019-10-07 17:45,3,NA,3,4,NA,NA,NA,4,4,2.3333333333333335,2,NA,3,NA,NA,90
152,2019-10-07 21:10,3,3,NA,5,5,NA,3,3,NA,2,1.5,2,NA,5,4,91
152,2019-10-07 21:13,3,3,NA,4,NA,1,NA,4,4,2,2,2,NA,5,4,92
152,2019-10-07 21:08,3,NA,2,NA,3.5,NA,NA,2,4,2,2,2,NA,5,4,93
152,2019-10-08 1:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94
152,2019-10-08 5:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95
152,2019-10-08 9:30,3,2,NA,NA,2,5,4,4,NA,2,2,2,3,NA,3,96
152,2019-10-08 14:32,4,5,NA,NA,5,4,NA,4,NA,2,1,2,4,4,NA,97
152,2019-10-08 17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98
152,2019-10-08 21:44,NA,4,3,4,NA,4,3,NA,NA,2,2,2,NA,5,5,99
152,2019-10-09 1:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
152,2019-10-09 5:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101
152,2019-10-09 9:07,3,3,NA,NA,4,4,2,NA,2,3.5,3,2,4,NA,4,102
152,2019-10-09 13:57,NA,5,5,5,NA,4,4,NA,5,1,1.5,1,NA,5,5,103
152,2019-10-09 17:33,NA,5,3,5,2,NA,NA,3,5,1,1.5,2,NA,4,5,104
152,2019-10-09 21:02,4,5,NA,3,NA,5,NA,4,4,2,2.3333333333333335,NA,1,NA,4,105
152,2019-10-10 1:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106
152,2019-10-10 5:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107
152,2019-10-10 11:24,4,NA,3,5,NA,2,4,NA,1,4,3,2,NA,4,NA,108
152,2019-10-10 14:10,4,3,NA,NA,5,4,4,5,NA,3.3333333333333335,1,NA,NA,4,5,109
152,2019-10-10 18:40,3,4,NA,5,NA,4,2,NA,4,2,1,2,4,NA,4,110
152,2019-10-10 21:29,3,NA,4,NA,NA,5,4,NA,2,1,2,1,NA,3.5,NA,111
152,2019-10-11 1:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112
152,2019-10-11 5:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113
152,2019-10-11 11:10,NA,3,3,NA,4,4,NA,4,5,2.5,3,NA,NA,3.5,NA,114
152,2019-10-11 14:16,3.3333333333333335,NA,NA,NA,5,2,NA,5,4,3.3333333333333335,1,NA,4,5,NA,115
152,2019-10-11 17:42,3.6666666666666665,NA,NA,5,5,NA,NA,3,1,1,2,2,1,5,NA,116
152,2019-10-11 23:02,5,NA,4,NA,4,4,4,NA,NA,1,1,2,NA,3,5,117
152,2019-10-12 1:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118
152,2019-10-12 5:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119
152,2019-10-12 10:32,3,NA,3,NA,5,5,4,NA,4,1,2,2,NA,4,5,120
152,2019-10-12 13:48,NA,3,4,4,5,NA,2,3,NA,4,1.3333333333333333,NA,5,NA,4,121
152,2019-10-12 17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122
152,2019-10-12 21:05,4,NA,5,4,4,NA,2,2,NA,2,2,1,2,NA,5,123
152,2019-10-13 1:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124
152,2019-10-13 5:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125
152,2019-10-13 10:06,3,NA,3,NA,4,2,2,4,NA,2,2,2,NA,NA,3.5,126
152,2019-10-13 13:10,3,NA,2,4,3,NA,NA,4,1,2.6666666666666665,2,NA,3,NA,NA,127
152,2019-10-13 17:13,4,3,NA,NA,NA,2,NA,3,2,4,2,2,NA,4,3,128
152,2019-10-13 20:46,NA,NA,3.5,3,4,NA,3,NA,NA,2,2,NA,NA,3.5,NA,129
152,2019-10-13 22:26,NA,NA,4.5,5,NA,3,NA,4,NA,3,2,NA,4.5,NA,NA,130
152,2019-10-14 1:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131
152,2019-10-14 5:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132
152,2019-10-14 11:05,3,4,NA,NA,4,4,3,NA,NA,2,2,2,NA,2,2,133
152,2019-10-14 14:09,NA,3,3,3.5,NA,NA,NA,NA,3.5,2,1,3,NA,NA,5,134
152,2019-10-14 17:41,NA,NA,3.5,4,NA,4,4,2,NA,1,2,2,2,3,NA,135
152,2019-10-14 21:21,NA,5,3,NA,NA,4,3.5,NA,NA,2,2.5,2,2,NA,4,136
152,2019-10-15 1:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137
152,2019-10-15 5:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138
152,2019-10-15 10:02,4,3,NA,4,NA,4,2.5,NA,NA,2.6666666666666665,2,NA,NA,3,3,139
152,2019-10-15 13:59,2,5,NA,4,NA,5,4,3,NA,1,2,1,4,3,NA,140
152,2019-10-15 17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141
152,2019-10-15 21:14,NA,NA,3,4,NA,3,NA,4,NA,2,4,5,NA,3,NA,142
152,2019-10-16 1:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143
152,2019-10-16 5:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144
152,2019-10-16 11:20,4,2,NA,NA,2,5,NA,4,5,2,2,2,NA,NA,4,145
152,2019-10-16 16:54,NA,4,3,2,4,NA,3,4,NA,2,2,3,4,NA,4,146
152,2019-10-16 18:56,NA,NA,4,NA,NA,4,NA,NA,4,2,1,2,3,NA,4,147
152,2019-10-16 21:06,NA,4,4,4,NA,4,2,NA,2,2.5,2,NA,4,NA,4,148
152,2019-10-17 1:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149
152,2019-10-17 5:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150
152,2019-10-17 12:03,NA,3.3333333333333335,NA,NA,4,4,NA,5,5,2,2,NA,2,4,NA,151
152,2019-10-17 14:36,4,5,NA,4,NA,4,4,5,NA,2,1.5,2,4,4,NA,152
152,2019-10-17 20:48,NA,2,4,5,4,NA,2,NA,4,1.5,1.5,NA,1,NA,4,153
152,2019-10-17 22:43,2,3,NA,2,2,NA,NA,5,2,2.5,2,NA,NA,NA,3,154
152,2019-10-18 1:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155
152,2019-10-18 5:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156
152,2019-10-18 12:57,2,NA,3,4,2,NA,NA,NA,1.5,2,3,NA,NA,3,4,157
152,2019-10-18 15:08,NA,3,3,NA,2.5,NA,NA,1,2,2,2,1,NA,NA,2.5,158
152,2019-10-18 17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159
152,2019-10-18 21:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160
152,2019-10-19 1:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161
152,2019-10-19 1:21,NA,3,3,2,NA,4,NA,NA,4.5,2,2,NA,3,NA,5,162
152,2019-10-19 5:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163
152,2019-10-19 11:16,3,NA,NA,NA,3,NA,NA,3,1,4,2,2,2,4,NA,164
152,2019-10-19 13:33,3,4,NA,NA,4,4,NA,NA,3.5,2,1,2,4,NA,4,165
152,2019-10-19 18:32,3,NA,3,NA,4,4,4,4,NA,1,1,2,NA,4,NA,166
152,2019-10-20 1:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167
152,2019-10-20 5:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168
152,2019-10-20 12:24,4.666666666666667,NA,NA,4,NA,4,NA,4,2,1,1.5,2,5,2,NA,169
152,2019-10-20 13:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170
152,2019-10-20 18:43,3,NA,3,NA,4,4,NA,2,2,4,2,1,NA,4,5,171
152,2019-10-20 21:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172
152,2019-10-21 1:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173
152,2019-10-21 5:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174
152,2019-10-21 10:59,NA,NA,3,NA,4,NA,2,NA,NA,2,1,2,NA,5,5,175
152,2019-10-21 13:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176
152,2019-10-21 17:24,NA,5,2,4,3,NA,NA,2,4,4.5,3,NA,NA,4,3,177
152,2019-10-21 21:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178
152,2019-10-22 1:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179
152,2019-10-22 5:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180
153,2019-09-30 9:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
153,2019-09-30 13:01,3.6666666666666665,NA,NA,3,4,NA,NA,4,4,2,2,2,NA,NA,4,2
153,2019-09-30 17:18,NA,4,3,4,3,NA,4,2,NA,2,3,1,NA,NA,3,3
153,2019-09-30 21:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
153,2019-10-01 1:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
153,2019-10-01 5:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
153,2019-10-01 9:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
153,2019-10-01 13:01,3,NA,3,4,4,NA,NA,3,NA,4,3,2,4,NA,3,8
153,2019-10-01 17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
153,2019-10-01 21:05,2,3,NA,2,2,NA,NA,2,4,4,4.5,2,2,NA,2,10
153,2019-10-02 1:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
153,2019-10-02 5:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
153,2019-10-02 9:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
153,2019-10-02 13:15,NA,3,3,NA,NA,1.5,3,2,NA,4,4,2,4,2,NA,14
153,2019-10-02 17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
153,2019-10-02 21:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
153,2019-10-03 1:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
153,2019-10-03 5:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
153,2019-10-03 9:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
153,2019-10-03 15:30,3,NA,3,4,NA,4,3,4,NA,4,2,3,4,NA,4,20
153,2019-10-03 17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
153,2019-10-03 21:07,3,NA,4,3,3,NA,4,NA,NA,1.5,2.5,NA,NA,3.5,NA,22
153,2019-10-04 1:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
153,2019-10-04 5:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
153,2019-10-04 11:38,NA,5,3,2,NA,2,3,4,NA,2,2,2,4,NA,2,25
153,2019-10-04 13:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
153,2019-10-04 17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
153,2019-10-04 21:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28
153,2019-10-05 1:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29
153,2019-10-05 5:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30
153,2019-10-05 9:02,NA,3.3333333333333335,NA,NA,4,4,NA,3.5,NA,4,2,2,NA,4,3,31
153,2019-10-05 14:39,NA,4,3,4,4,NA,3,NA,4,1.5,2,2,4,4,NA,32
153,2019-10-05 17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33
153,2019-10-05 21:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34
153,2019-10-06 1:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
153,2019-10-06 5:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
153,2019-10-06 9:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
153,2019-10-06 13:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
153,2019-10-06 18:15,3,4,NA,2,2,NA,NA,2.5,NA,4,4,3,3,NA,NA,39
153,2019-10-06 21:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40
153,2019-10-07 1:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41
153,2019-10-07 5:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42
153,2019-10-07 9:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43
153,2019-10-07 13:53,NA,NA,2.5,NA,1.5,NA,NA,2,2,4,4,4,2,2,NA,44
153,2019-10-07 17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45
153,2019-10-07 21:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46
153,2019-10-08 1:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47
153,2019-10-08 5:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
153,2019-10-08 9:03,NA,3,2,NA,2,NA,NA,2.5,NA,3,4,3,3,3,NA,49
153,2019-10-08 13:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
153,2019-10-08 17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51
153,2019-10-08 21:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52
153,2019-10-09 1:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53
153,2019-10-09 5:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54
153,2019-10-09 9:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55
153,2019-10-09 13:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56
153,2019-10-09 17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57
153,2019-10-09 21:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58
153,2019-10-10 1:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59
153,2019-10-10 5:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
153,2019-10-10 9:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61
153,2019-10-10 16:29,NA,3,3,4,5,NA,3.5,NA,NA,2,2,2,NA,3,2,62
153,2019-10-10 17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63
153,2019-10-10 21:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64
153,2019-10-11 1:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65
153,2019-10-11 5:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66
153,2019-10-11 11:07,3,NA,1,NA,2,2,NA,3,1,5,4.5,NA,2,NA,NA,67
153,2019-10-11 13:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68
153,2019-10-11 17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69
153,2019-10-11 21:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70
153,2019-10-12 1:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71
153,2019-10-12 5:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72
153,2019-10-12 9:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73
153,2019-10-12 13:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74
153,2019-10-12 17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75
153,2019-10-12 21:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76
153,2019-10-13 1:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77
153,2019-10-13 5:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78
153,2019-10-13 9:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79
153,2019-10-13 13:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80
153,2019-10-13 17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81
153,2019-10-13 21:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
